user_id;segment_id;segment_name;assigned_rewards
508526;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508528;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508546;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508555;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508556;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508577;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508605;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508618;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508625;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508636;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508659;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508671;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508693;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508713;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508731;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508732;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508737;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508754;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508766;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508774;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508814;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508829;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508848;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508849;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508857;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508860;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508866;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508891;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508892;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508901;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508912;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508917;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508923;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508938;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508940;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508944;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
508946;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
508964;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
508973;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509024;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509036;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509052;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509061;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509069;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509098;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509119;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509157;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509160;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509202;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509221;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509242;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509272;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
509278;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509282;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509302;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509316;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509324;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509341;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509346;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509353;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509354;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509359;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509411;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509413;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509414;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509419;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509421;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509435;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509445;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509453;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509454;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509459;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509467;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509498;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509515;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509516;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509530;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509552;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509598;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509603;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509626;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509635;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509638;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
509645;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509681;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509712;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509713;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509717;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509749;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509763;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509765;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509781;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509822;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509826;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509841;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509855;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
509876;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
509903;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
509919;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509933;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
509990;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510003;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510022;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510044;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510048;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510061;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510067;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510070;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510078;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510079;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510081;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510090;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510093;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510094;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510104;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510108;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510112;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510114;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510134;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510155;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510156;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510163;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510164;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510170;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510172;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510179;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510185;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510195;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510198;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510213;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510215;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510219;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510227;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510238;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510239;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510243;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510257;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510315;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510328;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510343;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510356;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510365;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510369;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510379;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
510393;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510423;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510449;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510452;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510459;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510490;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
510494;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510511;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510533;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510537;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510545;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
510570;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510575;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
510580;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510582;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510586;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510610;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510618;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510676;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510686;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510700;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510707;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510733;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510754;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510779;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510805;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510815;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510822;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510828;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
510836;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510890;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510899;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510944;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510946;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510953;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510960;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
510961;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
510972;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511017;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511055;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511066;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511093;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511122;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511125;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511126;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511140;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511142;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511145;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511148;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511160;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511178;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511195;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511208;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511219;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511238;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511260;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511298;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511314;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511326;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511328;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511364;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511379;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511397;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511398;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511399;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511418;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511424;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511433;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511440;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511455;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511469;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511489;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511504;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511535;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511542;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511549;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511554;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511560;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511567;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511568;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511570;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511577;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511578;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511587;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511589;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511608;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511609;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511613;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511638;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511665;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511666;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511677;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511680;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511697;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511712;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511726;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511739;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511757;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511762;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511764;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511772;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511778;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511783;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511784;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511803;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511805;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511809;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511811;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511827;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511851;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511859;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511860;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511862;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511884;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511902;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511910;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
511916;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511923;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511936;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511943;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511977;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
511996;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
511998;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512009;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512010;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512016;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512024;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512028;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512060;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512063;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512069;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512078;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512099;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512103;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512148;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
512163;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512190;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
512193;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512197;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512201;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512204;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512243;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512249;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
512266;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512271;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512283;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512289;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512294;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512295;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512301;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512302;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512303;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512305;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
512322;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512329;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512362;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512377;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512392;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512402;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512416;1;Low-Value Minimal Engagement;Free hotel meal, 1 night free hotel with flight, Exclusive discounts
512418;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512419;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512440;0;High-Value Occasional Travelers;1 night free hotel with flight, Exclusive discounts, No cancellation fees
512443;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
512447;2;Budget Occasional Travelers;Free checked bag, Free hotel meal, 1 night free hotel with flight
